,sin,tan,pwm,param_a,param_b
186,0.5516458706284302,0.6613836881487724,1.0,1,1
187,0.554263478736694,0.6659089200024432,1.0,1,1
188,0.556875616488188,0.6704531253132334,1.0,1,1
189,0.559482258102167,0.6750165139267246,1.0,1,1
190,0.5620833778521306,0.6795992982245265,1.0,1,1
191,0.564678950066077,0.6842016931664604,1.0,1,1
192,0.5672689491267565,0.6888239163335518,1.0,1,1
193,0.5698533494719238,0.6934661879718546,1.0,1,1
194,0.5724321255945909,0.6981287310371237,1.0,1,1
195,0.5750052520432786,0.7028117712403573,1.0,1,1
196,0.5775727034222676,0.7075155370942274,1.0,1,1
197,0.5801344543918494,0.7122402599604194,1.0,1,1
198,0.5826904796685761,0.716986174097903,1.0,1,1
199,0.5852407540255101,0.7217535167121558,1.0,1,1
200,0.5877852522924731,0.7265425280053609,1.0,1,1
201,0.5903239493562945,0.7313534512276025,1.0,1,1
202,0.5928568201610592,0.7361865327290827,1.0,1,1
203,0.595383839708355,0.7410420220133835,1.0,1,1
204,0.5979049830575188,0.7459201717917993,1.0,1,1
205,0.600420225325884,0.7508212380387647,1.0,1,1
206,0.6029295416890247,0.7557454800484039,1.0,1,1
207,0.6054329073810014,0.7606931604922299,1.0,1,1
208,0.6079302976946055,0.7656645454780184,1.0,1,1
209,0.6104216879816026,0.7706599046098879,1.0,1,1
210,0.6129070536529764,0.775679511049613,1.0,1,1
211,0.6153863701791714,0.7807236415792019,1.0,1,1
212,0.6178596130903343,0.785792576664768,1.0,1,1
213,0.620326757976556,0.7908866005217279,1.0,1,1
214,0.6227877804881126,0.7960060011813597,1.0,1,1
215,0.6252426563357051,0.8011510705587511,-1.0,1,1
216,0.6276913612907005,0.8063221045221777,-1.0,1,1
217,0.6301338711853691,0.811519402963939,-1.0,1,1
218,0.6325701619131244,0.8167432698726974,-1.0,1,1
219,0.6350002094287606,0.8219940134073497,-1.0,1,1
220,0.6374239897486896,0.8272719459724756,-1.0,1,1
221,0.6398414789511784,0.8325773842953975,-1.0,1,1
222,0.6422526531765844,0.8379106495048978,1.0,1,1
223,0.6446574886275913,0.8432720672116305,1.0,1,1
224,0.6470559615694442,0.8486619675902737,1.0,1,1
225,0.6494480483301837,0.8540806854634666,1.0,1,1
226,0.6518337253008788,0.8595285603875744,1.0,1,1
227,0.6542129689358611,0.8650059367403319,1.0,1,1
228,0.6565857557529565,0.8705131638104109,1.0,1,1
229,0.658952062333717,0.876050595888963,1.0,1,1
230,0.6613118653236518,0.8816185923631891,1.0,1,1
231,0.6636651414324585,0.8872175178119865,1.0,1,1
232,0.6660118674342517,0.8928477421037307,1.0,1,1
233,0.668352020167793,0.8985096404962453,1.0,1,1
234,0.67068557653672,0.9042035937390208,1.0,1,1
235,0.6730125135097733,0.9099299881777375,1.0,1,1
236,0.6753328081210245,0.915689215861158,1.0,1,1
237,0.6776464374701023,0.9214816746504498,1.0,1,1
238,0.6799533787224192,0.9273077683310031,1.0,1,1
239,0.6822536091093965,0.9331679067268133,1.0,1,1
240,0.6845471059286886,0.9390625058174922,1.0,1,1
241,0.6868338465444083,0.9449919878579864,1.0,1,1
242,0.6891138083873485,0.9509567815010682,1.0,1,1
243,0.6913869689552065,0.9569573219226811,1.0,1,1
244,0.6936533058128049,0.9629940509502152,1.0,1,1
245,0.6959127965923143,0.9690674171937932,1.0,1,1
246,0.6981654189934726,0.9751778761806491,1.0,1,1
247,0.7004111507838063,0.9813258904926884,1.0,1,1
248,0.7026499697988492,0.9875119299073142,1.0,1,1
249,0.7048818539423614,0.9937364715416145,1.0,1,1
250,0.7071067811865475,0.9999999999999999,1.0,1,1
251,0.7093247295722739,1.006303007525394,1.0,1,1
252,0.7115356772092853,1.0126459941540735,1.0,1,1
253,0.7137396022764213,1.0190294678742613,-1.0,1,1
254,0.7159364830218311,1.025453944788584,-1.0,1,1
255,0.7181262977631888,1.0319199492804956,-1.0,1,1
256,0.7203090248879069,1.0384280141847915,-1.0,1,1
257,0.7224846428533498,1.0449786809623225,-1.0,1,1
258,0.7246531301870466,1.0515724998790354,1.0,1,1
259,0.7268144654869029,1.0582100301894624,1.0,1,1
260,0.7289686274214116,1.0648918403247918,1.0,1,1
261,0.7311155947298641,1.0716185080856537,1.0,1,1
262,0.73325534622256,1.078390620839757,1.0,1,1
263,0.7353878607810158,1.0852087757245255,1.0,1,1
264,0.7375131173581739,1.092073579854877,1.0,1,1
265,0.7396310949786097,1.0989856505363016,1.0,1,1
266,0.7417417727387392,1.1059456154833962,1.0,1,1
267,0.743845129807025,1.11295411304402,1.0,1,1
268,0.7459411454241821,1.120011792429241,1.0,1,1
269,0.7480297989033825,1.127119313949247,1.0,1,1
270,0.7501110696304596,1.1342773492554057,1.0,1,1
271,0.7521849370641114,1.1414865815886588,1.0,1,1
272,0.7542513807361038,1.148747706034449,1.0,1,1
273,0.756310380251472,1.1560614297843743,1.0,1,1
274,0.7583619152887219,1.1634284724047854,1.0,1,1
275,0.760405965600031,1.1708495661125393,1.0,1,1
276,0.7624425110114479,1.1783254560581309,1.0,1,1
277,0.7644715314230917,1.1858569006164372,1.0,1,1
278,0.7664930068093498,1.1934446716853129,1.0,1,1
279,0.7685069172190767,1.2010895549922855,1.0,1,1
280,0.7705132427757893,1.2087923504096094,1.0,1,1
281,0.7725119636778645,1.2165538722779445,1.0,1,1
282,0.7745030601987338,1.2243749497389385,1.0,1,1
283,0.7764865126870786,1.2322564270769956,1.0,1,1
284,0.7784623015670235,1.240199164070536,-1.0,1,1
285,0.7804304073383297,1.2482040363530496,-1.0,1,1
286,0.7823908105765881,1.2562719357842669,-1.0,1,1
287,0.7843434919334101,1.2644037708317797,1.0,1,1
288,0.7862884321366189,1.272600466963455,1.0,1,1
289,0.78822561199044,1.280862967051002,1.0,1,1
290,0.7901550123756903,1.2891922317850664,1.0,1,1
291,0.792076614249967,1.297589240102228,1.0,1,1
292,0.7939903986478353,1.3060549896243159,1.0,1,1
293,0.7958963466810158,1.31459049711045,1.0,1,1
294,0.797794439538571,1.3231967989222402,1.0,1,1
295,0.7996846584870905,1.3318749515025974,1.0,1,1
296,0.8015669848708765,1.340626031868621,1.0,1,1
297,0.8034414001121275,1.3494511381190464,1.0,1,1
298,0.8053078857111219,1.3583513899567634,1.0,1,1
299,0.8071664232464002,1.3673279292269214,1.0,1,1
300,0.8090169943749475,1.3763819204711734,1.0,1,1
301,0.8108595808323734,1.3855145514986276,1.0,1,1
302,0.812694164433094,1.3947270339740916,1.0,1,1
303,0.8145207270705094,1.4040206040242262,1.0,1,1
304,0.8163392507171839,1.4133965228622523,1.0,1,1
305,0.8181497174250234,1.4228560774318706,1.0,1,1
306,0.8199521093254523,1.4324005810710918,1.0,1,1
307,0.8217464086295903,1.4420313741966992,1.0,1,1
308,0.8235325976284275,1.4517498250100918,-1.0,1,1
309,0.8253106586929996,1.4615573302252973,-1.0,1,1
310,0.8270805742745618,1.471455315819969,1.0,1,1
311,0.8288423269047619,1.4814452378102168,1.0,1,1
312,0.8305958991958126,1.4915285830501621,1.0,1,1
313,0.8323412738406634,1.5017068700571405,1.0,1,1
314,0.8340784336131711,1.5119816498635188,1.0,1,1
315,0.8358073613682702,1.522354506896131,1.0,1,1
316,0.8375280400421417,1.53282705988439,1.0,1,1
317,0.8392404526523817,1.543400962798162,1.0,1,1
318,0.840944582298169,1.5540779058165584,1.0,1,1
319,0.8426404121604323,1.5648596163288355,1.0,1,1
320,0.8443279255020151,1.5757478599686512,1.0,1,1
321,0.8460071056678422,1.5867444416829846,1.0,1,1
322,0.8476779360850831,1.597851206837079,1.0,1,1
323,0.8493404002633165,1.609070042356841,1.0,1,1
324,0.8509944817946918,1.6204028779101691,1.0,1,1
325,0.8526401643540922,1.6318516871287894,1.0,1,1
326,0.8542774316992952,1.6434184888722119,1.0,1,1
327,0.855906267671133,1.6551053485355196,1.0,1,1
328,0.8575266561936523,1.6669143794027743,-1.0,1,1
329,0.8591385812742725,1.6788477440479006,1.0,1,1
330,0.8607420270039436,1.6909076557850116,1.0,1,1
331,0.862336977557304,1.703096380170217,1.0,1,1
332,0.8639234171928353,1.7154162365570618,1.0,1,1
333,0.8655013302530189,1.7278695997078481,1.0,1,1
334,0.86707070116449,1.7404589014631824,1.0,1,1
335,0.8686315144381912,1.7531866324722372,1.0,1,1
336,0.8701837546695257,1.7660553439863051,1.0,1,1
337,0.8717274065385089,1.779067649718369,1.0,1,1
338,0.8732624548099202,1.7922262277715388,1.0,1,1
339,0.8747888843334528,1.8055338226393494,1.0,1,1
340,0.8763066800438637,1.8189932472810668,1.0,1,1
341,0.8778158269611217,1.8326073852752984,1.0,1,1
342,0.8793163101905562,1.8463791930553863,1.0,1,1
343,0.8808081149230036,1.8603117022302154,1.0,1,1
344,0.8822912264349533,1.8744080219942854,-1.0,1,1
345,0.8837656300886935,1.8886713416310679,1.0,1,1
346,0.8852313113324553,1.9031049331138903,1.0,1,1
347,0.8866882557005565,1.9177121538088115,1.0,1,1
348,0.8881364488135446,1.9324964492841825,1.0,1,1
349,0.889575876378338,1.947461356231842,1.0,1,1
350,0.8910065241883678,1.9626105055051504,1.0,1,1
351,0.8924283781237179,1.977947625279364,1.0,1,1
352,0.8938414241512637,1.9934765443401121,1.0,1,1
353,0.8952456483248116,2.00920119550611,1.0,1,1
354,0.8966410367852358,2.0251256191925093,1.0,1,1
355,0.8980275757606155,2.0412539671217025,1.0,1,1
356,0.899405251566371,2.057590506188737,1.0,1,1
357,0.9007740506053981,2.074139622488904,1.0,1,1
358,0.9021339593682028,2.090905825515509,-1.0,1,1
359,0.9034849644330348,2.107893752536258,1.0,1,1
360,0.9048270524660196,2.125108173157203,1.0,1,1
361,0.9061602102212899,2.1425539940836833,1.0,1,1
362,0.9074844245411169,2.1602362640882617,1.0,1,1
363,0.90879968235604,2.1781601791962295,1.0,1,1
364,0.9101059706849957,2.1963310880998694,1.0,1,1
365,0.9114032766354452,2.214754497813361,1.0,1,1
366,0.9126915874035028,2.233436079580873,1.0,1,1
367,0.9139708902740612,2.2523816750511894,1.0,1,1
368,0.9152411726209175,2.2715973027329865,1.0,1,1
369,0.916502421906898,2.291089164745775,1.0,1,1
370,0.9177546256839811,2.3108636538824108,1.0,1,1
371,0.9189977715934213,2.3309273610000907,1.0,1,1
372,0.9202318473658703,2.351287082757803,1.0,1,1
373,0.9214568408214984,2.3719498297193073,1.0,1,1
374,0.9226727398701148,2.392922834841977,1.0,1,1
375,0.9238795325112867,2.414213562373095,1.0,1,1
376,0.925077206834458,2.435829717176611,1.0,1,1
377,0.9262657510190666,2.4577792545148585,1.0,1,1
378,0.9274451533346614,2.4800703903113295,1.0,1,1
379,0.9286154021410173,2.502711611922345,1.0,1,1
380,0.9297764858882513,2.525711689447304,1.0,1,1
381,0.9309283931169356,2.5490796876091926,1.0,1,1
382,0.932071112458211,2.5728249782391717,1.0,1,1
383,0.9332046326338985,2.596957253401406,1.0,1,1
384,0.934328942456612,2.6214865391967517,1.0,1,1
385,0.9354440308298674,2.6464232102866316,1.0,1,1
386,0.9365498867481924,2.671778005181321,1.0,1,1
387,0.9376464992972356,2.6975620423399893,1.0,1,1
388,0.9387338576538741,2.7237868371332468,1.0,1,1
389,0.9398119510863197,2.750464319722569,1.0,1,1
390,0.9408807689542255,2.7776068539149743,1.0,1,1
391,0.9419403007087906,2.8052272570555408,1.0,1,1
392,0.9429905358928644,2.833338821025084,1.0,1,1
393,0.9440314641410498,2.861955334415251,1.0,1,1
394,0.9450630751798048,2.891091105958813,1.0,1,1
395,0.9460853588275453,2.9207609892988167,1.0,1,1
396,0.9470983049947443,2.9509804091867275,1.0,1,1
397,0.948101903684032,2.9817653892066662,1.0,1,1
398,0.9490961449902946,3.013132581130479,1.0,1,1
399,0.9500810191007717,3.045099296016667,1.0,1,1
400,0.9510565162951535,3.0776835371752527,1.0,1,1
401,0.9520226269456766,3.1109040351304897,1.0,1,1
402,0.9529793415172189,3.144780284724164,1.0,1,1
403,0.9539266505673936,3.179332584513929,1.0,1,1
404,0.954864544746643,3.2145820786340247,1.0,1,1
405,0.9557930147983301,3.250550801299837,1.0,1,1
406,0.9567120515588305,3.2872617241531574,1.0,1,1
407,0.9576216459576222,3.3247388066619727,1.0,1,1
408,0.9585217890173758,3.3630070498071905,1.0,1,1
409,0.9594124718540429,3.402092553309153,1.0,1,1
410,0.9602936856769431,3.4420225766692187,1.0,1,1
411,0.9611654217888519,3.4828256043265284,1.0,1,1
412,0.9620276715860859,3.5245314152572575,1.0,1,1
413,0.9628804265585876,3.5671711573738123,1.0,1,1
414,0.9637236782900097,3.6107774271146598,1.0,1,1
415,0.9645574184577981,3.6553843546522615,1.0,1,1
416,0.9653816388332739,3.7010276951872756,1.0,1,1
417,0.9661963312817147,3.747744926842332,1.0,1,1
418,0.967001487762435,3.79557535571878,1.0,1,1
419,0.9677971003288655,3.844560228735364,1.0,1,1
420,0.9685831611286311,3.894742854929856,1.0,1,1
421,0.9693596624036293,3.9461687359734023,1.0,1,1
422,0.9701265964901058,3.9988857067244687,1.0,1,1
423,0.970883955818731,4.05294408673502,1.0,1,1
424,0.9716317329146739,4.108396843717705,1.0,1,1
425,0.9723699203976766,4.165299770090416,1.0,1,1
426,0.9730985109821265,4.223711673835252,1.0,1,1
427,0.9738174974771289,4.283694585044526,1.0,1,1
428,0.9745268727865771,4.345313979678929,1.0,1,1
429,0.9752266299092234,4.408639022234812,1.0,1,1
430,0.9759167619387473,4.4737428292115515,1.0,1,1
431,0.9765972620638246,4.540702755489056,1.0,1,1
432,0.9772681235681935,4.609600705973918,1.0,1,1
433,0.9779293398307218,4.6805234751541445,1.0,1,1
434,0.9785809043254721,4.753563117522501,1.0,1,1
435,0.9792228106217657,4.82881735219276,1.0,1,1
436,0.9798550523842469,4.906390005448729,1.0,1,1
437,0.9804776233729444,4.986391495440785,1.0,1,1
438,0.9810905174433341,5.068939363788516,1.0,1,1
439,0.9816937285463988,5.15415885947217,1.0,1,1
440,0.9822872507286886,5.242183581113174,1.0,1,1
441,0.9828710781323792,5.333156184571374,1.0,1,1
442,0.9834452049953297,5.427229163741946,1.0,1,1
443,0.9840096256511397,5.524565713541456,1.0,1,1
444,0.9845643345292053,5.6253406853567,1.0,1,1
445,0.985109326154774,5.729741646724316,1.0,1,1
446,0.985644595148998,5.837970058752574,1.0,1,1
447,0.9861701362289889,5.950242586836169,1.0,1,1
448,0.986685944207868,6.066792562607378,1.0,1,1
449,0.9871920139948192,6.187871617881372,1.0,1,1
450,0.9876883405951378,6.313751514675041,1.0,1,1
451,0.9881749191102805,6.444726199309703,1.0,1,1
452,0.9886517447379141,6.581114113276654,1.0,1,1
453,0.9891188127719618,6.723260799106813,1.0,1,1
454,0.9895761186026509,6.871541846136406,1.0,1,1
455,0.9900236577165575,7.026366229041384,1.0,1,1
456,0.9904614256966512,7.188180101626539,1.0,1,1
457,0.9908894182223387,7.357471119980505,1.0,1,1
458,0.9913076310695066,7.53477338322439,1.0,1,1
459,0.9917160601105629,7.720673097296654,1.0,1,1
460,0.9921147013144779,7.915815088305826,1.0,1,1
461,0.9925035507468237,8.120910317937422,1.0,1,1
462,0.9928826045698137,8.336744585504048,1.0,1,1
463,0.9932518590423394,8.564188641138758,1.0,1,1
464,0.9936113105200084,8.80420998452062,1.0,1,1
465,0.9939609554551797,9.057886686238938,1.0,1,1
466,0.9943007903969989,9.32642364822172,1.0,1,1
467,0.9946308119914323,9.611171820605758,1.0,1,1
468,0.9949510169813002,9.913651021769642,1.0,1,1
469,0.9952614022063083,10.235577175147544,1.0,1,1
470,0.99556196460308,10.578894993405639,1.0,1,1
471,0.9958527012051857,10.945817424861923,1.0,1,1
472,0.9961336091431725,11.33887355271027,1.0,1,1
473,0.9964046856445924,11.760967138516472,1.0,1,1
474,0.9966659280340299,12.215448675751823,1.0,1,1
475,0.996917333733128,12.706204736174696,1.0,1,1
476,0.9971589002606139,13.237769652807678,1.0,1,1
477,0.9973906252323237,13.815466337604011,1.0,1,1
478,0.9976125063612252,14.445585503932492,1.0,1,1
479,0.9978245414574415,15.135616095486434,1.0,1,1
480,0.9980267284282716,15.894544843865265,1.0,1,1
481,0.9982190652782118,16.733250423287426,1.0,1,1
482,0.998401550108975,17.66502899020693,1.0,1,1
483,0.9985741811195097,18.70630520750109,1.0,1,1
484,0.9987369566060175,19.877609902728256,1.0,1,1
485,0.99888987496197,21.204948789688746,1.0,1,1
486,0.9990329346781247,22.721757784940344,1.0,1,1
487,0.9991661343425401,24.471760778090083,1.0,1,1
488,0.9992894726405892,26.513256287232547,1.0,1,1
489,0.9994029483549729,28.925742290080255,1.0,1,1
490,0.9995065603657316,31.820515953773853,1.0,1,1
491,0.9996003076502565,35.3583398512315,1.0,1,1
492,0.9996841892832999,39.78035783976043,1.0,1,1
493,0.999758204436984,45.46551026419262,1.0,1,1
494,0.999822352380809,53.045364363156104,1.0,1,1
495,0.9998766324816606,63.6567411628717,1.0,1,1
496,0.9999210442038161,79.57328271164334,1.0,1,1
497,0.9999555871089498,106.10015378333779,1.0,1,1
498,0.9999802608561371,159.1528486912778,1.0,1,1
499,0.9999950652018582,318.30883898554157,1.0,1,1
500,1.0,1.633123935319537e+16,1.0,1,1
501,0.9999950652018582,-318.30883898555396,1.0,1,1
502,0.9999802608561371,-159.1528486912809,1.0,1,1
