,sin,pwm,param_a
237,0.6776464374701023,1.0,1
238,0.6799533787224192,1.0,1
239,0.6822536091093965,1.0,1
240,0.6845471059286886,1.0,1
241,0.6868338465444083,1.0,1
242,0.6891138083873485,1.0,1
243,0.6913869689552065,1.0,1
244,0.6936533058128049,1.0,1
245,0.6959127965923143,1.0,1
246,0.6981654189934726,1.0,1
247,0.7004111507838063,1.0,1
248,0.7026499697988492,1.0,1
249,0.7048818539423614,1.0,1
250,0.7071067811865475,1.0,1
251,0.7093247295722739,1.0,1
252,0.7115356772092853,1.0,1
253,0.7137396022764213,1.0,1
254,0.7159364830218311,1.0,1
255,0.7181262977631888,1.0,1
256,0.7203090248879069,1.0,1
257,0.7224846428533498,1.0,1
258,0.7246531301870466,1.0,1
259,0.7268144654869029,1.0,1
260,0.7289686274214116,1.0,1
261,0.7311155947298641,1.0,1
262,0.73325534622256,1.0,1
263,0.7353878607810158,1.0,1
264,0.7375131173581739,1.0,1
265,0.7396310949786097,1.0,1
266,0.7417417727387392,1.0,1
267,0.743845129807025,1.0,1
268,0.7459411454241821,1.0,1
269,0.7480297989033825,1.0,1
270,0.7501110696304596,1.0,1
271,0.7521849370641114,1.0,1
272,0.7542513807361038,1.0,1
273,0.756310380251472,1.0,1
274,0.7583619152887219,1.0,1
275,0.760405965600031,1.0,1
276,0.7624425110114479,1.0,1
277,0.7644715314230917,1.0,1
278,0.7664930068093498,1.0,1
279,0.7685069172190767,1.0,1
280,0.7705132427757893,1.0,1
281,0.7725119636778645,1.0,1
282,0.7745030601987338,1.0,1
283,0.7764865126870786,1.0,1
284,0.7784623015670235,1.0,1
285,0.7804304073383297,1.0,1
286,0.7823908105765881,1.0,1
287,0.7843434919334101,1.0,1
288,0.7862884321366189,1.0,1
289,0.78822561199044,1.0,1
290,0.7901550123756903,1.0,1
291,0.792076614249967,1.0,1
292,0.7939903986478353,1.0,1
293,0.7958963466810158,1.0,1
294,0.797794439538571,1.0,1
295,0.7996846584870905,1.0,1
296,0.8015669848708765,1.0,1
297,0.8034414001121275,1.0,1
298,0.8053078857111219,1.0,1
299,0.8071664232464002,1.0,1
300,0.8090169943749475,1.0,1
301,0.8108595808323734,1.0,1
302,0.812694164433094,1.0,1
303,0.8145207270705094,1.0,1
304,0.8163392507171839,1.0,1
305,0.8181497174250234,1.0,1
306,0.8199521093254523,-1.0,1
307,0.8217464086295903,-1.0,1
308,0.8235325976284275,-1.0,1
309,0.8253106586929996,-1.0,1
310,0.8270805742745618,-1.0,1
311,0.8288423269047619,-1.0,1
312,0.8305958991958126,-1.0,1
313,0.8323412738406634,-1.0,1
314,0.8340784336131711,-1.0,1
315,0.8358073613682702,-1.0,1
316,0.8375280400421417,-1.0,1
317,0.8392404526523817,1.0,1
318,0.840944582298169,1.0,1
319,0.8426404121604323,1.0,1
320,0.8443279255020151,1.0,1
321,0.8460071056678422,1.0,1
322,0.8476779360850831,1.0,1
323,0.8493404002633165,1.0,1
324,0.8509944817946918,1.0,1
325,0.8526401643540922,1.0,1
326,0.8542774316992952,1.0,1
327,0.855906267671133,1.0,1
328,0.8575266561936523,1.0,1
329,0.8591385812742725,1.0,1
330,0.8607420270039436,1.0,1
331,0.862336977557304,1.0,1
332,0.8639234171928353,1.0,1
333,0.8655013302530189,1.0,1
334,0.86707070116449,1.0,1
335,0.8686315144381912,1.0,1
336,0.8701837546695257,1.0,1
337,0.8717274065385089,1.0,1
338,0.8732624548099202,1.0,1
339,0.8747888843334528,1.0,1
340,0.8763066800438637,1.0,1
341,0.8778158269611217,1.0,1
342,0.8793163101905562,1.0,1
343,0.8808081149230036,1.0,1
344,0.8822912264349533,1.0,1
345,0.8837656300886935,1.0,1
346,0.8852313113324553,1.0,1
347,0.8866882557005565,1.0,1
348,0.8881364488135446,1.0,1
349,0.889575876378338,1.0,1
350,0.8910065241883678,1.0,1
351,0.8924283781237179,1.0,1
352,0.8938414241512637,1.0,1
353,0.8952456483248116,1.0,1
354,0.8966410367852358,1.0,1
355,0.8980275757606155,1.0,1
356,0.899405251566371,1.0,1
357,0.9007740506053981,1.0,1
358,0.9021339593682028,1.0,1
359,0.9034849644330348,1.0,1
360,0.9048270524660196,1.0,1
361,0.9061602102212899,1.0,1
362,0.9074844245411169,1.0,1
363,0.90879968235604,1.0,1
364,0.9101059706849957,1.0,1
365,0.9114032766354452,1.0,1
366,0.9126915874035028,1.0,1
367,0.9139708902740612,1.0,1
368,0.9152411726209175,1.0,1
369,0.916502421906898,1.0,1
370,0.9177546256839811,1.0,1
371,0.9189977715934213,1.0,1
372,0.9202318473658703,1.0,1
373,0.9214568408214984,1.0,1
374,0.9226727398701148,1.0,1
375,0.9238795325112867,1.0,1
376,0.925077206834458,1.0,1
377,0.9262657510190666,1.0,1
378,0.9274451533346614,1.0,1
379,0.9286154021410173,1.0,1
380,0.9297764858882513,1.0,1
381,0.9309283931169356,1.0,1
382,0.932071112458211,1.0,1
383,0.9332046326338985,1.0,1
384,0.934328942456612,1.0,1
385,0.9354440308298674,1.0,1
386,0.9365498867481924,1.0,1
387,0.9376464992972356,1.0,1
388,0.9387338576538741,1.0,1
389,0.9398119510863197,1.0,1
390,0.9408807689542255,1.0,1
391,0.9419403007087906,1.0,1
392,0.9429905358928644,1.0,1
393,0.9440314641410498,1.0,1
394,0.9450630751798048,1.0,1
395,0.9460853588275453,1.0,1
396,0.9470983049947443,1.0,1
397,0.948101903684032,1.0,1
398,0.9490961449902946,1.0,1
399,0.9500810191007717,1.0,1
400,0.9510565162951535,1.0,1
401,0.9520226269456766,1.0,1
402,0.9529793415172189,1.0,1
403,0.9539266505673936,1.0,1
404,0.954864544746643,1.0,1
405,0.9557930147983301,1.0,1
406,0.9567120515588305,1.0,1
407,0.9576216459576222,1.0,1
408,0.9585217890173758,1.0,1
409,0.9594124718540429,1.0,1
410,0.9602936856769431,1.0,1
411,0.9611654217888519,1.0,1
412,0.9620276715860859,1.0,1
413,0.9628804265585876,1.0,1
414,0.9637236782900097,1.0,1
415,0.9645574184577981,1.0,1
416,0.9653816388332739,1.0,1
417,0.9661963312817147,1.0,1
418,0.967001487762435,1.0,1
419,0.9677971003288655,1.0,1
420,0.9685831611286311,1.0,1
421,0.9693596624036293,1.0,1
422,0.9701265964901058,1.0,1
423,0.970883955818731,1.0,1
424,0.9716317329146739,1.0,1
425,0.9723699203976766,1.0,1
426,0.9730985109821265,1.0,1
427,0.9738174974771289,1.0,1
428,0.9745268727865771,1.0,1
429,0.9752266299092234,1.0,1
430,0.9759167619387473,1.0,1
431,0.9765972620638246,1.0,1
432,0.9772681235681935,1.0,1
433,0.9779293398307218,1.0,1
434,0.9785809043254721,1.0,1
435,0.9792228106217657,1.0,1
436,0.9798550523842469,1.0,1
437,0.9804776233729444,1.0,1
438,0.9810905174433341,1.0,1
439,0.9816937285463988,1.0,1
440,0.9822872507286886,1.0,1
441,0.9828710781323792,1.0,1
442,0.9834452049953297,1.0,1
443,0.9840096256511397,1.0,1
444,0.9845643345292053,1.0,1
445,0.985109326154774,1.0,1
446,0.985644595148998,1.0,1
447,0.9861701362289889,1.0,1
448,0.986685944207868,1.0,1
449,0.9871920139948192,1.0,1
450,0.9876883405951378,1.0,1
451,0.9881749191102805,1.0,1
452,0.9886517447379141,1.0,1
453,0.9891188127719618,1.0,1
454,0.9895761186026509,1.0,1
455,0.9900236577165575,1.0,1
456,0.9904614256966512,1.0,1
457,0.9908894182223387,1.0,1
458,0.9913076310695066,1.0,1
459,0.9917160601105629,1.0,1
460,0.9921147013144779,1.0,1
461,0.9925035507468237,1.0,1
462,0.9928826045698137,1.0,1
463,0.9932518590423394,1.0,1
464,0.9936113105200084,1.0,1
465,0.9939609554551797,1.0,1
466,0.9943007903969989,1.0,1
467,0.9946308119914323,1.0,1
468,0.9949510169813002,1.0,1
469,0.9952614022063083,1.0,1
470,0.99556196460308,1.0,1
471,0.9958527012051857,1.0,1
472,0.9961336091431725,1.0,1
473,0.9964046856445924,1.0,1
474,0.9966659280340299,1.0,1
475,0.996917333733128,1.0,1
476,0.9971589002606139,1.0,1
477,0.9973906252323237,1.0,1
478,0.9976125063612252,1.0,1
479,0.9978245414574415,1.0,1
480,0.9980267284282716,1.0,1
481,0.9982190652782118,1.0,1
482,0.998401550108975,1.0,1
483,0.9985741811195097,1.0,1
484,0.9987369566060175,1.0,1
485,0.99888987496197,1.0,1
486,0.9990329346781247,1.0,1
487,0.9991661343425401,1.0,1
488,0.9992894726405892,1.0,1
489,0.9994029483549729,1.0,1
490,0.9995065603657316,1.0,1
491,0.9996003076502565,1.0,1
492,0.9996841892832999,1.0,1
493,0.999758204436984,1.0,1
494,0.999822352380809,1.0,1
495,0.9998766324816606,1.0,1
496,0.9999210442038161,1.0,1
497,0.9999555871089498,1.0,1
498,0.9999802608561371,1.0,1
499,0.9999950652018582,1.0,1
500,1.0,1.0,1
501,0.9999950652018582,1.0,1
502,0.9999802608561371,1.0,1
503,0.9999555871089498,1.0,1
504,0.9999210442038161,1.0,1
505,0.9998766324816606,1.0,1
506,0.999822352380809,1.0,1
507,0.999758204436984,1.0,1
508,0.9996841892832999,1.0,1
509,0.9996003076502565,1.0,1
510,0.9995065603657316,1.0,1
511,0.9994029483549729,1.0,1
512,0.9992894726405892,1.0,1
513,0.9991661343425401,1.0,1
514,0.9990329346781247,1.0,1
515,0.99888987496197,1.0,1
516,0.9987369566060175,1.0,1
517,0.9985741811195098,1.0,1
518,0.998401550108975,1.0,1
519,0.9982190652782118,1.0,1
520,0.9980267284282716,1.0,1
521,0.9978245414574415,1.0,1
522,0.9976125063612252,1.0,1
523,0.9973906252323237,1.0,1
524,0.9971589002606139,1.0,1
525,0.996917333733128,1.0,1
526,0.9966659280340299,1.0,1
527,0.9964046856445924,1.0,1
528,0.9961336091431725,1.0,1
529,0.9958527012051857,1.0,1
530,0.99556196460308,1.0,1
531,0.9952614022063083,1.0,1
532,0.9949510169813002,1.0,1
533,0.9946308119914323,1.0,1
534,0.9943007903969989,1.0,1
535,0.9939609554551797,1.0,1
536,0.9936113105200084,1.0,1
537,0.9932518590423394,1.0,1
538,0.9928826045698137,1.0,1
539,0.9925035507468237,1.0,1
540,0.9921147013144778,1.0,1
541,0.9917160601105628,1.0,1
542,0.9913076310695066,1.0,1
543,0.9908894182223387,1.0,1
544,0.9904614256966512,1.0,1
545,0.9900236577165575,1.0,1
546,0.9895761186026509,1.0,1
547,0.9891188127719618,1.0,1
548,0.988651744737914,1.0,1
549,0.9881749191102804,1.0,1
550,0.9876883405951377,1.0,1
551,0.9871920139948192,1.0,1
552,0.986685944207868,1.0,1
553,0.9861701362289889,1.0,1
554,0.985644595148998,1.0,1
555,0.9851093261547739,1.0,1
556,0.9845643345292053,1.0,1
557,0.9840096256511397,1.0,1
558,0.9834452049953296,1.0,1
559,0.9828710781323792,1.0,1
560,0.9822872507286886,1.0,1
561,0.9816937285463989,1.0,1
562,0.9810905174433341,1.0,1
563,0.9804776233729444,1.0,1
564,0.9798550523842469,1.0,1
565,0.9792228106217657,1.0,1
566,0.9785809043254721,1.0,1
567,0.9779293398307218,1.0,1
568,0.9772681235681934,1.0,1
569,0.9765972620638246,1.0,1
570,0.9759167619387474,1.0,1
571,0.9752266299092234,1.0,1
572,0.9745268727865771,1.0,1
573,0.9738174974771289,1.0,1
574,0.9730985109821265,1.0,1
575,0.9723699203976766,1.0,1
576,0.9716317329146739,1.0,1
577,0.9708839558187311,1.0,1
578,0.9701265964901059,1.0,1
579,0.9693596624036294,1.0,1
580,0.9685831611286312,1.0,1
581,0.9677971003288655,1.0,1
582,0.9670014877624351,1.0,1
583,0.9661963312817148,1.0,1
584,0.965381638833274,1.0,1
585,0.9645574184577982,1.0,1
586,0.9637236782900098,1.0,1
587,0.9628804265585876,1.0,1
588,0.9620276715860859,1.0,1
589,0.961165421788852,1.0,1
590,0.9602936856769431,1.0,1
591,0.9594124718540429,1.0,1
592,0.958521789017376,1.0,1
593,0.9576216459576223,1.0,1
594,0.9567120515588305,1.0,1
595,0.9557930147983302,1.0,1
596,0.9548645447466431,1.0,1
597,0.9539266505673936,1.0,1
598,0.9529793415172189,1.0,1
599,0.9520226269456766,1.0,1
600,0.9510565162951536,1.0,1
601,0.9500810191007717,1.0,1
602,0.9490961449902947,1.0,1
603,0.948101903684032,1.0,1
604,0.9470983049947443,1.0,1
605,0.9460853588275454,1.0,1
606,0.9450630751798049,1.0,1
607,0.9440314641410498,1.0,1
608,0.9429905358928645,1.0,1
609,0.9419403007087906,1.0,1
610,0.9408807689542255,1.0,1
611,0.9398119510863197,1.0,1
612,0.9387338576538742,1.0,1
613,0.9376464992972358,1.0,1
614,0.9365498867481924,1.0,1
615,0.9354440308298674,1.0,1
616,0.9343289424566121,1.0,1
617,0.9332046326338986,1.0,1
618,0.932071112458211,1.0,1
619,0.9309283931169358,1.0,1
620,0.9297764858882513,1.0,1
621,0.9286154021410173,1.0,1
622,0.9274451533346614,1.0,1
623,0.9262657510190667,1.0,1
624,0.925077206834458,1.0,1
625,0.9238795325112867,1.0,1
626,0.9226727398701149,1.0,1
627,0.9214568408214985,1.0,1
628,0.9202318473658704,1.0,1
629,0.9189977715934213,1.0,1
630,0.9177546256839813,1.0,1
631,0.916502421906898,1.0,1
632,0.9152411726209176,1.0,1
633,0.9139708902740612,1.0,1
634,0.9126915874035029,1.0,1
635,0.9114032766354453,1.0,1
636,0.9101059706849957,1.0,1
637,0.9087996823560401,1.0,1
638,0.9074844245411169,1.0,1
639,0.9061602102212899,1.0,1
640,0.9048270524660195,1.0,1
641,0.9034849644330348,1.0,1
642,0.9021339593682027,1.0,1
643,0.9007740506053981,1.0,1
644,0.8994052515663712,1.0,1
645,0.8980275757606156,1.0,1
646,0.896641036785236,1.0,1
647,0.8952456483248117,1.0,1
648,0.8938414241512639,1.0,1
649,0.8924283781237179,1.0,1
650,0.8910065241883679,1.0,1
651,0.8895758763783379,1.0,1
652,0.8881364488135446,1.0,1
653,0.8866882557005565,1.0,1
654,0.8852313113324553,1.0,1
655,0.8837656300886935,1.0,1
656,0.8822912264349533,1.0,1
657,0.8808081149230037,1.0,1
658,0.8793163101905562,1.0,1
659,0.8778158269611217,1.0,1
660,0.8763066800438635,1.0,1
661,0.8747888843334528,1.0,1
662,0.87326245480992,1.0,1
663,0.8717274065385089,1.0,1
664,0.8701837546695257,1.0,1
665,0.8686315144381912,1.0,1
666,0.8670707011644901,1.0,1
667,0.8655013302530189,1.0,1
668,0.8639234171928354,1.0,1
669,0.8623369775573039,1.0,1
670,0.8607420270039436,1.0,1
671,0.8591385812742722,1.0,1
672,0.8575266561936522,1.0,1
673,0.8559062676711331,1.0,1
674,0.8542774316992952,1.0,1
675,0.8526401643540923,1.0,1
676,0.8509944817946917,1.0,1
677,0.8493404002633166,1.0,1
678,0.8476779360850831,1.0,1
679,0.8460071056678422,1.0,1
680,0.844327925502015,1.0,1
681,0.8426404121604322,1.0,1
682,0.8409445822981692,1.0,1
683,0.8392404526523817,1.0,1
684,0.8375280400421418,-1.0,1
685,0.8358073613682702,-1.0,1
686,0.8340784336131712,-1.0,1
687,0.8323412738406633,-1.0,1
688,0.8305958991958127,-1.0,1
689,0.8288423269047618,-1.0,1
690,0.8270805742745617,-1.0,1
691,0.8253106586929997,-1.0,1
692,0.8235325976284273,-1.0,1
693,0.8217464086295903,-1.0,1
694,0.8199521093254523,-1.0,1
695,0.8181497174250234,1.0,1
696,0.8163392507171838,1.0,1
697,0.8145207270705094,1.0,1
698,0.8126941644330937,1.0,1
699,0.8108595808323734,1.0,1
700,0.8090169943749475,1.0,1
701,0.8071664232464002,1.0,1
702,0.805307885711122,1.0,1
703,0.8034414001121275,1.0,1
704,0.8015669848708769,1.0,1
705,0.7996846584870907,1.0,1
706,0.7977944395385712,1.0,1
707,0.7958963466810159,1.0,1
708,0.7939903986478355,1.0,1
709,0.7920766142499671,1.0,1
710,0.7901550123756905,1.0,1
711,0.7882256119904401,1.0,1
712,0.786288432136619,1.0,1
713,0.7843434919334104,1.0,1
714,0.7823908105765882,1.0,1
715,0.7804304073383299,1.0,1
716,0.7784623015670235,1.0,1
717,0.7764865126870788,1.0,1
718,0.7745030601987338,1.0,1
719,0.7725119636778646,1.0,1
720,0.7705132427757893,1.0,1
721,0.7685069172190767,1.0,1
722,0.7664930068093498,1.0,1
723,0.7644715314230917,1.0,1
724,0.7624425110114481,1.0,1
725,0.760405965600031,1.0,1
726,0.758361915288722,1.0,1
727,0.756310380251472,1.0,1
728,0.754251380736104,1.0,1
729,0.7521849370641114,1.0,1
730,0.7501110696304597,1.0,1
731,0.7480297989033825,1.0,1
732,0.7459411454241822,1.0,1
733,0.7438451298070252,1.0,1
734,0.7417417727387392,1.0,1
735,0.7396310949786099,1.0,1
736,0.7375131173581739,1.0,1
737,0.735387860781016,1.0,1
738,0.73325534622256,1.0,1
739,0.7311155947298642,1.0,1
740,0.7289686274214114,1.0,1
741,0.7268144654869029,1.0,1
742,0.7246531301870469,1.0,1
743,0.7224846428533499,1.0,1
744,0.720309024887907,1.0,1
745,0.7181262977631888,1.0,1
746,0.7159364830218313,1.0,1
747,0.7137396022764213,1.0,1
748,0.7115356772092855,1.0,1
749,0.7093247295722738,1.0,1
750,0.7071067811865476,1.0,1
751,0.7048818539423616,1.0,1
752,0.7026499697988492,1.0,1
753,0.7004111507838066,1.0,1
754,0.6981654189934726,1.0,1
755,0.6959127965923144,1.0,1
756,0.6936533058128049,1.0,1
757,0.6913869689552065,1.0,1
758,0.6891138083873484,1.0,1
759,0.6868338465444083,1.0,1
760,0.6845471059286888,1.0,1
761,0.6822536091093965,1.0,1
762,0.6799533787224193,1.0,1
763,0.6776464374701022,1.0,1
764,0.6753328081210246,1.0,1
765,0.6730125135097733,1.0,1
766,0.6706855765367201,1.0,1
767,0.6683520201677929,1.0,1
768,0.6660118674342517,1.0,1
769,0.6636651414324587,1.0,1
770,0.6613118653236518,1.0,1
771,0.6589520623337171,1.0,1
772,0.6565857557529564,1.0,1
773,0.6542129689358612,1.0,1
774,0.6518337253008787,1.0,1
775,0.6494480483301838,1.0,1
776,0.6470559615694442,1.0,1
777,0.6446574886275914,1.0,1
778,0.6422526531765845,1.0,1
779,0.6398414789511784,1.0,1
780,0.6374239897486899,1.0,1
781,0.6350002094287606,1.0,1
782,0.6325701619131245,1.0,1
783,0.630133871185369,1.0,1
784,0.6276913612907006,-1.0,1
785,0.6252426563357051,-1.0,1
786,0.6227877804881126,-1.0,1
787,0.6203267579765559,-1.0,1
788,0.6178596130903343,-1.0,1
789,0.6153863701791716,-1.0,1
790,0.6129070536529764,-1.0,1
791,0.6104216879816026,-1.0,1
792,0.6079302976946053,-1.0,1
793,0.6054329073810014,-1.0,1
794,0.6029295416890246,-1.0,1
795,0.600420225325884,-1.0,1
796,0.5979049830575187,-1.0,1
797,0.5953838397083548,-1.0,1
798,0.5928568201610593,-1.0,1
799,0.5903239493562945,-1.0,1
800,0.5877852522924732,-1.0,1
801,0.58524075402551,-1.0,1
802,0.5826904796685761,1.0,1
803,0.5801344543918492,1.0,1
804,0.5775727034222676,1.0,1
805,0.5750052520432783,1.0,1
806,0.5724321255945908,1.0,1
807,0.5698533494719239,1.0,1
808,0.5672689491267564,1.0,1
809,0.5646789500660772,1.0,1
810,0.5620833778521305,1.0,1
811,0.559482258102167,1.0,1
812,0.5568756164881878,1.0,1
813,0.554263478736694,1.0,1
814,0.55164587062843,1.0,1
815,0.5490228179981317,1.0,1
816,0.5463943467342692,1.0,1
817,0.5437604827787924,1.0,1
818,0.5411212521268759,1.0,1
819,0.53847668082666,1.0,1
820,0.5358267949789967,1.0,1
