,sin,squ,param_a
370,-0.3387379202452911,-1.0,3
371,-0.34759033697103703,-1.0,3
372,-0.3564118787132506,-1.0,3
373,-0.36520176189158754,-1.0,3
374,-0.37395920573780045,-1.0,3
375,-0.38268343236508967,-1.0,3
376,-0.39137366683720215,-1.0,3
377,-0.4000291372372648,-1.0,3
378,-0.4086490747363489,-1.0,3
379,-0.41723271366176506,-1.0,3
380,-0.42577929156507266,-1.0,3
381,-0.4342880492898045,-1.0,3
382,-0.44275823103890133,-1.0,3
383,-0.4511890844418451,-1.0,3
384,-0.45957986062148776,-1.0,3
385,-0.4679298142605732,-1.0,3
386,-0.4762382036679392,-1.0,3
387,-0.4845042908443979,-1.0,3
388,-0.4927273415482914,-1.0,3
389,-0.50090662536071,-1.0,3
390,-0.5090414157503712,-1.0,3
391,-0.517130990138157,-1.0,3
392,-0.5251746299612958,-1.0,3
393,-0.5331716207371886,-1.0,3
394,-0.5411212521268757,-1.0,3
395,-0.5490228179981318,-1.0,3
396,-0.556875616488188,-1.0,3
397,-0.5646789500660769,-1.0,3
398,-0.572432125594591,-1.0,3
399,-0.5801344543918494,-1.0,3
400,-0.587785252292473,-1.0,3
401,-0.5953838397083551,-1.0,3
402,-0.6029295416890247,-1.0,3
403,-0.6104216879816025,-1.0,3
404,-0.6178596130903344,-1.0,3
405,-0.6252426563357052,-1.0,3
406,-0.6325701619131248,-1.0,3
407,-0.6398414789511786,-1.0,3
408,-0.6470559615694443,-1.0,3
409,-0.6542129689358613,-1.0,3
410,-0.661311865323652,-1.0,3
411,-0.668352020167793,-1.0,3
412,-0.6753328081210247,-1.0,3
413,-0.6822536091093966,-1.0,3
414,-0.6891138083873485,-1.0,3
415,-0.6959127965923146,-1.0,3
416,-0.7026499697988494,-1.0,3
417,-0.7093247295722737,-1.0,3
418,-0.7159364830218308,-1.0,3
419,-0.7224846428533497,-1.0,3
420,-0.7289686274214113,-1.0,3
421,-0.7353878607810156,-1.0,3
422,-0.7417417727387391,-1.0,3
423,-0.7480297989033823,-1.0,3
424,-0.7542513807361035,-1.0,3
425,-0.7604059656000306,-1.0,3
426,-0.7664930068093496,-1.0,3
427,-0.7725119636778645,-1.0,3
428,-0.778462301567023,-1.0,3
429,-0.7843434919334099,-1.0,3
430,-0.7901550123756904,-1.0,3
431,-0.7958963466810155,-1.0,3
432,-0.8015669848708764,-1.0,3
433,-0.8071664232464003,-1.0,3
434,-0.8126941644330936,-1.0,3
435,-0.8181497174250233,-1.0,3
436,-0.8235325976284275,-1.0,3
437,-0.8288423269047616,-1.0,3
438,-0.834078433613171,-1.0,3
439,-0.8392404526523818,-1.0,3
440,-0.8443279255020149,-1.0,3
441,-0.8493404002633165,-1.0,3
442,-0.8542774316992953,-1.0,3
443,-0.8591385812742721,-1.0,3
444,-0.8639234171928352,-1.0,3
445,-0.8686315144381913,-1.0,3
446,-0.8732624548099199,-1.0,3
447,-0.8778158269611216,-1.0,3
448,-0.8822912264349534,-1.0,3
449,-0.8866882557005563,-1.0,3
450,-0.8910065241883678,-1.0,3
451,-0.8952456483248117,-1.0,3
452,-0.8994052515663709,-1.0,3
453,-0.9034849644330347,-1.0,3
454,-0.907484424541117,-1.0,3
455,-0.9114032766354451,-1.0,3
456,-0.9152411726209175,-1.0,3
457,-0.9189977715934214,-1.0,3
458,-0.9226727398701147,-1.0,3
459,-0.9262657510190666,-1.0,3
460,-0.9297764858882515,-1.0,3
461,-0.9332046326338984,-1.0,3
462,-0.9365498867481923,-1.0,3
463,-0.9398119510863198,-1.0,3
464,-0.9429905358928643,-1.0,3
465,-0.9460853588275453,-1.0,3
466,-0.9490961449902947,-1.0,3
467,-0.9520226269456765,-1.0,3
468,-0.954864544746643,-1.0,3
469,-0.9576216459576223,-1.0,3
470,-0.9602936856769432,-1.0,3
471,-0.9628804265585875,-1.0,3
472,-0.965381638833274,-1.0,3
473,-0.9677971003288656,-1.0,3
474,-0.9701265964901058,-1.0,3
475,-0.9723699203976767,-1.0,3
476,-0.9745268727865772,-1.0,3
477,-0.9765972620638246,-1.0,3
478,-0.9785809043254722,-1.0,3
479,-0.9804776233729445,-1.0,3
480,-0.9822872507286887,-1.0,3
481,-0.9840096256511396,-1.0,3
482,-0.9856445951489979,-1.0,3
483,-0.9871920139948192,-1.0,3
484,-0.988651744737914,-1.0,3
485,-0.9900236577165575,-1.0,3
486,-0.9913076310695066,-1.0,3
487,-0.9925035507468236,-1.0,3
488,-0.9936113105200084,-1.0,3
489,-0.9946308119914323,-1.0,3
490,-0.99556196460308,-1.0,3
491,-0.9964046856445924,-1.0,3
492,-0.9971589002606139,-1.0,3
493,-0.9978245414574414,-1.0,3
494,-0.998401550108975,-1.0,3
495,-0.99888987496197,-1.0,3
496,-0.9992894726405892,-1.0,3
497,-0.9996003076502565,-1.0,3
498,-0.999822352380809,-1.0,3
499,-0.9999555871089498,-1.0,3
500,-1.0,-1.0,3
501,-0.9999555871089498,-1.0,3
502,-0.999822352380809,-1.0,3
503,-0.9996003076502565,-1.0,3
504,-0.9992894726405892,-1.0,3
505,-0.99888987496197,-1.0,3
506,-0.998401550108975,-1.0,3
507,-0.9978245414574415,-1.0,3
508,-0.9971589002606139,-1.0,3
509,-0.9964046856445924,-1.0,3
510,-0.99556196460308,-1.0,3
511,-0.9946308119914324,-1.0,3
512,-0.9936113105200084,-1.0,3
513,-0.9925035507468237,-1.0,3
514,-0.9913076310695066,-1.0,3
515,-0.9900236577165575,-1.0,3
516,-0.988651744737914,-1.0,3
517,-0.9871920139948193,-1.0,3
518,-0.985644595148998,-1.0,3
519,-0.9840096256511397,-1.0,3
520,-0.9822872507286887,-1.0,3
521,-0.9804776233729444,-1.0,3
522,-0.9785809043254721,-1.0,3
523,-0.9765972620638247,-1.0,3
524,-0.9745268727865771,-1.0,3
525,-0.9723699203976766,-1.0,3
526,-0.9701265964901059,-1.0,3
527,-0.9677971003288655,-1.0,3
528,-0.9653816388332738,-1.0,3
529,-0.9628804265585876,-1.0,3
530,-0.9602936856769431,-1.0,3
531,-0.9576216459576221,-1.0,3
532,-0.9548645447466431,-1.0,3
533,-0.9520226269456766,-1.0,3
534,-0.9490961449902945,-1.0,3
535,-0.9460853588275454,-1.0,3
536,-0.9429905358928644,-1.0,3
537,-0.9398119510863195,-1.0,3
538,-0.9365498867481924,-1.0,3
539,-0.9332046326338985,-1.0,3
540,-0.9297764858882512,-1.0,3
541,-0.9262657510190667,-1.0,3
542,-0.9226727398701148,-1.0,3
543,-0.9189977715934212,-1.0,3
544,-0.9152411726209176,-1.0,3
545,-0.9114032766354452,-1.0,3
546,-0.9074844245411168,-1.0,3
547,-0.9034849644330349,-1.0,3
548,-0.899405251566371,-1.0,3
549,-0.8952456483248115,-1.0,3
550,-0.891006524188368,-1.0,3
551,-0.8866882557005564,-1.0,3
552,-0.8822912264349531,-1.0,3
553,-0.8778158269611218,-1.0,3
554,-0.8732624548099202,-1.0,3
555,-0.8686315144381911,-1.0,3
556,-0.8639234171928354,-1.0,3
557,-0.8591385812742723,-1.0,3
558,-0.8542774316992949,-1.0,3
559,-0.8493404002633166,-1.0,3
560,-0.844327925502015,-1.0,3
561,-0.8392404526523815,-1.0,3
562,-0.8340784336131708,-1.0,3
563,-0.8288423269047618,-1.0,3
564,-0.8235325976284271,-1.0,3
565,-0.818149717425023,-1.0,3
566,-0.8126941644330938,-1.0,3
567,-0.8071664232464,-1.0,3
568,-0.8015669848708761,-1.0,3
569,-0.7958963466810157,-1.0,3
570,-0.7901550123756901,-1.0,3
571,-0.7843434919334096,-1.0,3
572,-0.7784623015670233,-1.0,3
573,-0.7725119636778641,-1.0,3
574,-0.7664930068093493,-1.0,3
575,-0.7604059656000308,-1.0,3
576,-0.7542513807361034,-1.0,3
577,-0.7480297989033832,-1.0,3
578,-0.7417417727387396,-1.0,3
579,-0.7353878607810161,-1.0,3
580,-0.7289686274214121,-1.0,3
581,-0.7224846428533502,-1.0,3
582,-0.7159364830218314,-1.0,3
583,-0.7093247295722745,-1.0,3
584,-0.7026499697988496,-1.0,3
585,-0.6959127965923145,-1.0,3
586,-0.6891138083873491,-1.0,3
587,-0.6822536091093968,-1.0,3
588,-0.6753328081210247,-1.0,3
589,-0.6683520201677937,-1.0,3
590,-0.6613118653236523,-1.0,3
591,-0.6542129689358612,-1.0,3
592,-0.647055961569445,-1.0,3
593,-0.6398414789511788,-1.0,3
594,-0.6325701619131247,-1.0,3
595,-0.6252426563357059,-1.0,3
596,-0.6178596130903348,-1.0,3
597,-0.6104216879816027,-1.0,3
598,-0.6029295416890254,-1.0,3
599,-0.5953838397083554,-1.0,3
600,-0.5877852522924734,-1.0,3
601,-0.5801344543918501,-1.0,3
602,-0.5724321255945913,-1.0,3
603,-0.5646789500660773,-1.0,3
604,-0.5568756164881886,-1.0,3
605,-0.5490228179981321,-1.0,3
606,-0.541121252126876,-1.0,3
607,-0.5331716207371893,-1.0,3
608,-0.5251746299612962,-1.0,3
609,-0.5171309901381573,-1.0,3
610,-0.509041415750372,-1.0,3
611,-0.5009066253607103,-1.0,3
612,-0.4927273415482917,-1.0,3
613,-0.4845042908443986,-1.0,3
614,-0.4762382036679395,-1.0,3
615,-0.4679298142605735,-1.0,3
616,-0.4595798606214885,-1.0,3
617,-0.4511890844418454,-1.0,3
618,-0.44275823103890166,-1.0,3
619,-0.43428804928980524,-1.0,3
620,-0.425779291565073,-1.0,3
621,-0.4172327136617654,-1.0,3
622,-0.4086490747363497,-1.0,3
623,-0.40002913723726513,-1.0,3
624,-0.3913736668372025,-1.0,3
625,-0.3826834323650904,-1.0,3
626,-0.3739592057378008,-1.0,3
627,-0.3652017618915879,-1.0,3
628,-0.3564118787132505,-1.0,3
629,-0.34759033697103736,-1.0,3
630,-0.3387379202452914,-1.0,3
631,-0.32985541485885267,-1.0,3
632,-0.3209436098072098,-1.0,3
633,-0.31200329668841487,-1.0,3
634,-0.3030352696327737,-1.0,3
635,-0.2940403252323043,-1.0,3
636,-0.28501926246997616,-1.0,3
637,-0.2759728826487455,-1.0,3
638,-0.26690198932037584,-1.0,3
639,-0.25780738821405985,-1.0,3
640,-0.2486898871648545,-1.0,3
641,-0.23955029604192213,-1.0,3
642,-0.23038942667659057,-1.0,3
643,-0.22120809279024684,-1.0,3
644,-0.2120071099220549,-1.0,3
645,-0.20278729535651246,-1.0,3
646,-0.19354946805085993,-1.0,3
647,-0.18429444856233357,-1.0,3
648,-0.175023058975276,-1.0,3
649,-0.16573612282811936,-1.0,3
650,-0.15643446504023112,-1.0,3
651,-0.14711891183863732,-1.0,3
652,-0.1377902906846377,-1.0,3
653,-0.12844943020030306,-1.0,3
654,-0.11909716009486966,-1.0,3
655,-0.1097343110910449,-1.0,3
656,-0.10036171485121509,-1.0,3
657,-0.09098020390356981,-1.0,3
658,-0.08159061156815715,-1.0,3
659,-0.07219377188286079,-1.0,3
660,-0.06279051952931326,-1.0,3
661,-0.05338168975876006,-1.0,3
662,-0.043968118317865075,-1.0,3
663,-0.03455064137447214,-1.0,3
664,-0.02513009544333705,-1.0,3
665,-0.01570731731182083,-1.0,3
666,-0.006283143965558805,-1.0,3
667,0.003141587485880011,1.0,3
668,0.012566039883352469,1.0,3
669,0.021989376092505272,1.0,3
670,0.03141075907812876,1.0,3
671,0.04082935197850988,1.0,3
672,0.05024431817976974,1.0,3
673,0.05965482139017118,1.0,3
674,0.0690600257144057,1.0,3
675,0.07845909572784514,1.0,3
676,0.08785119655074367,1.0,3
677,0.09723549392239925,1.0,3
678,0.10661115427526012,1.0,3
679,0.11597734480896188,1.0,3
680,0.12533323356430418,1.0,3
681,0.13467798949715282,1.0,3
682,0.1440107825522527,1.0,3
683,0.15333078373696057,1.0,3
684,0.16263716519488383,1.0,3
685,0.17192910027941008,1.0,3
686,0.1812057636271373,1.0,3
687,0.19046633123119014,1.0,3
688,0.19970998051440758,1.0,3
689,0.20893589040241167,1.0,3
690,0.21814324139654281,1.0,3
691,0.22733121564664702,1.0,3
692,0.23649899702372468,1.0,3
693,0.24564577119242662,1.0,3
694,0.25477072568338277,1.0,3
695,0.2638730499653729,1.0,3
696,0.27295193551732555,1.0,3
697,0.28200657590013,1.0,3
698,0.2910361668282719,1.0,3
699,0.3000399062412766,1.0,3
700,0.309016994374948,1.0,3
701,0.31796663383241097,1.0,3
702,0.3268880296549428,1.0,3
703,0.33578038939258126,1.0,3
704,0.3446429231745163,1.0,3
705,0.35347484377925664,1.0,3
706,0.36227536670454547,1.0,3
707,0.37104371023705024,1.0,3
708,0.3797790955218006,1.0,3
709,0.3884807466313659,1.0,3
710,0.3971478906347799,1.0,3
711,0.4057797576661995,1.0,3
712,0.414375580993284,1.0,3
713,0.42293459708530257,1.0,3
714,0.4314560456809585,1.0,3
715,0.43993916985591497,1.0,3
716,0.44838321609003157,1.0,3
717,0.4567874343342991,1.0,3
718,0.4651510780774582,1.0,3
719,0.4734734044123115,1.0,3
720,0.4817536741017149,1.0,3
721,0.48999115164423646,1.0,3
722,0.49818510533949023,1.0,3
723,0.5063348073531322,1.0,3
724,0.5144395337815063,1.0,3
725,0.5224985647159482,1.0,3
726,0.5305111843067337,1.0,3
727,0.5384766808266601,1.0,3
728,0.5463943467342685,1.0,3
729,0.5542634787366938,1.0,3
730,0.5620833778521305,1.0,3
731,0.5698533494719232,1.0,3
732,0.5775727034222673,1.0,3
733,0.58524075402551,1.0,3
734,0.5928568201610587,1.0,3
735,0.6004202253258838,1.0,3
736,0.6079302976946054,1.0,3
737,0.615386370179171,1.0,3
738,0.6227877804881122,1.0,3
739,0.6301338711853691,1.0,3
740,0.6374239897486892,1.0,3
741,0.6446574886275911,1.0,3
742,0.6518337253008788,1.0,3
743,0.6589520623337165,1.0,3
744,0.6660118674342513,1.0,3
745,0.6730125135097733,1.0,3
746,0.6799533787224188,1.0,3
747,0.686833846544408,1.0,3
748,0.6936533058128049,1.0,3
749,0.7004111507838059,1.0,3
750,0.7071067811865474,1.0,3
751,0.7137396022764213,1.0,3
752,0.7203090248879065,1.0,3
753,0.7268144654869026,1.0,3
754,0.7332553462225601,1.0,3
755,0.7396310949786093,1.0,3
756,0.745941145424182,1.0,3
757,0.7521849370641115,1.0,3
758,0.7583619152887215,1.0,3
759,0.7644715314230914,1.0,3
760,0.7705132427757893,1.0,3
761,0.7764865126870782,1.0,3
762,0.782390810576588,1.0,3
763,0.7882256119904401,1.0,3
764,0.793990398647835,1.0,3
765,0.7996846584870905,1.0,3
766,0.805307885711122,1.0,3
767,0.8108595808323732,1.0,3
768,0.8163392507171838,1.0,3
769,0.8217464086295904,1.0,3
770,0.8270805742745616,1.0,3
771,0.8323412738406634,1.0,3
772,0.8375280400421418,1.0,3
773,0.842640412160432,1.0,3
774,0.8476779360850831,1.0,3
775,0.8526401643540923,1.0,3
776,0.8575266561936521,1.0,3
777,0.8623369775573039,1.0,3
778,0.8670707011644901,1.0,3
779,0.8717274065385087,1.0,3
780,0.8763066800438636,1.0,3
781,0.8808081149230037,1.0,3
782,0.885231311332455,1.0,3
783,0.8895758763783379,1.0,3
784,0.8938414241512639,1.0,3
785,0.8980275757606154,1.0,3
786,0.9021339593682028,1.0,3
787,0.9061602102212899,1.0,3
